,price,date,city,rate
907,149.0,2016-06-25,,
908,149.0,2016-06-26,,
909,149.0,2016-06-27,,
910,149.0,2016-06-28,,
911,149.0,2016-06-29,,
912,149.0,2016-06-30,,
913,148.0,2016-07-01,Chennai,64.24
914,148.0,2016-07-02,,
915,148.0,2016-07-03,,
916,148.0,2016-07-04,,
917,149.0,2016-07-05,,
918,149.0,2016-07-06,,
919,148.0,2016-07-07,,
920,149.0,2016-07-08,,
921,149.0,2016-07-09,,
922,149.0,2016-07-10,,
923,149.0,2016-07-11,,
924,149.0,2016-07-12,,
925,149.0,2016-07-13,,
926,149.0,2016-07-14,,
927,149.0,2016-07-15,Chennai,61.92
928,149.0,2016-07-16,,
929,149.0,2016-07-17,,
930,149.0,2016-07-18,,
931,149.0,2016-07-19,,
932,149.0,2016-07-20,,
933,148.0,2016-07-21,,
934,148.0,2016-07-22,,
935,148.0,2016-07-23,,
936,148.0,2016-07-24,,
937,148.0,2016-07-25,,
938,148.0,2016-07-26,,
939,148.0,2016-07-27,,
940,148.0,2016-07-28,,
941,148.0,2016-07-29,,
942,148.0,2016-07-30,,
943,148.0,2016-07-31,,
944,148.0,2016-08-01,Chennai,60.5
945,148.0,2016-08-02,,
946,148.0,2016-08-03,,
947,148.0,2016-08-04,,
948,148.0,2016-08-05,,
949,148.0,2016-08-06,,
950,148.0,2016-08-07,,
951,148.0,2016-08-08,,
952,148.0,2016-08-09,,
953,148.0,2016-08-10,,
954,148.0,2016-08-11,,
955,148.0,2016-08-12,,
956,148.0,2016-08-13,,
957,148.0,2016-08-14,,
958,148.0,2016-08-15,Chennai,59.5
959,148.0,2016-08-16,,
960,148.0,2016-08-17,,
961,148.0,2016-08-18,,
962,148.0,2016-08-19,,
963,148.0,2016-08-20,,
964,148.0,2016-08-21,,
965,148.0,2016-08-22,,
966,148.0,2016-08-23,,
967,148.0,2016-08-24,,
968,148.0,2016-08-25,,
969,148.0,2016-08-26,,
970,148.0,2016-08-27,,
971,148.0,2016-08-28,,
972,148.0,2016-08-29,,
973,148.0,2016-08-30,,
974,148.0,2016-08-31,,
975,148.0,2016-09-01,Chennai,62.88
976,148.0,2016-09-02,,
977,148.0,2016-09-03,,
978,148.0,2016-09-04,,
979,148.0,2016-09-05,,
980,148.0,2016-09-06,,
981,148.0,2016-09-07,,
982,148.0,2016-09-08,,
983,148.0,2016-09-09,,
984,148.0,2016-09-10,,
985,148.0,2016-09-11,,
986,148.0,2016-09-12,,
987,148.0,2016-09-13,,
988,148.0,2016-09-14,,
989,148.0,2016-09-15,Chennai,63.64
990,148.0,2016-09-16,,
991,148.0,2016-09-17,,
992,148.0,2016-09-18,,
993,148.0,2016-09-19,,
994,148.0,2016-09-20,,
995,148.0,2016-09-21,,
996,148.0,2016-09-22,,
997,149.0,2016-09-23,,
998,149.0,2016-09-24,,
999,149.0,2016-09-25,,
1000,149.0,2016-09-26,,
1001,149.0,2016-09-27,,
1002,149.0,2016-09-28,,
1003,148.0,2016-09-29,,
1004,148.0,2016-09-30,,
1005,148.0,2016-10-01,Chennai,64.01
1006,148.0,2016-10-02,,
1007,148.0,2016-10-03,,
1008,148.0,2016-10-04,,
1009,148.0,2016-10-05,Chennai,64.12
1010,148.0,2016-10-06,,
1011,148.0,2016-10-07,,
1012,148.0,2016-10-08,,
1013,148.0,2016-10-09,,
1014,148.0,2016-10-10,,
1015,148.0,2016-10-11,,
1016,148.0,2016-10-12,,
1017,148.0,2016-10-13,,
1018,148.0,2016-10-14,,
1019,148.0,2016-10-15,Chennai,65.85
1020,148.0,2016-10-16,,
1021,148.0,2016-10-17,,
1022,148.0,2016-10-18,,
1023,148.0,2016-10-19,,
1024,148.0,2016-10-20,,
1025,148.0,2016-10-21,,
1026,148.0,2016-10-22,,
1027,148.0,2016-10-23,,
1028,148.0,2016-10-24,,
1029,148.0,2016-10-25,,
1030,148.0,2016-10-26,,
1031,148.0,2016-10-27,,
1032,148.0,2016-10-28,,
1033,148.0,2016-10-29,,
1034,148.0,2016-10-30,,
1035,148.0,2016-10-31,,
1036,148.0,2016-11-01,,
1037,148.0,2016-11-02,,
1038,148.0,2016-11-03,,
1039,148.0,2016-11-04,,
1040,148.0,2016-11-05,,
1041,148.0,2016-11-06,Chennai,67.02
1042,148.0,2016-11-07,,
1043,147.0,2016-11-08,,
1044,147.0,2016-11-09,,
1045,147.0,2016-11-10,,
1046,147.0,2016-11-11,,
1047,147.0,2016-11-12,,
1048,147.0,2016-11-13,,
1049,147.0,2016-11-14,,
1050,147.0,2016-11-15,,
1051,147.0,2016-11-16,Chennai,65.3
1052,147.0,2016-11-17,,
1053,147.0,2016-11-18,,
1054,147.0,2016-11-19,,
1055,147.0,2016-11-20,,
1056,147.0,2016-11-21,,
1057,147.0,2016-11-22,,
1058,147.0,2016-11-23,,
1059,147.0,2016-11-24,,
1060,147.0,2016-11-25,,
1061,147.0,2016-11-26,,
1062,147.0,2016-11-27,,
1063,147.0,2016-11-28,,
1064,148.0,2016-11-29,,
1065,148.0,2016-11-30,,
1066,148.0,2016-12-01,Chennai,65.47
1067,148.0,2016-12-02,,
1068,148.0,2016-12-03,,
1069,148.0,2016-12-04,,
1070,148.0,2016-12-05,,
1071,148.0,2016-12-06,,
1072,148.0,2016-12-07,,
1073,148.0,2016-12-08,,
1074,148.0,2016-12-09,,
1075,148.0,2016-12-10,,
1076,148.0,2016-12-11,,
1077,148.0,2016-12-12,,
1078,148.0,2016-12-13,,
1079,148.0,2016-12-14,,
1080,148.0,2016-12-15,,
1081,149.0,2016-12-16,,
1082,149.0,2016-12-17,Chennai,68.31
1083,149.0,2016-12-18,,
1084,149.0,2016-12-19,,
1085,149.0,2016-12-20,,
1086,149.0,2016-12-21,,
1087,149.0,2016-12-22,,
1088,149.0,2016-12-23,,
1089,149.0,2016-12-24,,
1090,149.0,2016-12-25,,
1091,149.0,2016-12-26,,
1092,149.0,2016-12-27,,
1093,149.0,2016-12-28,,
1094,148.0,2016-12-29,,
1095,148.0,2016-12-30,,
1096,148.0,2016-12-31,,
1097,148.0,2017-01-01,Chennai,69.96
1098,148.0,2017-01-02,,
1099,148.0,2017-01-03,,
1100,148.0,2017-01-04,,
1101,148.0,2017-01-05,,
1102,148.0,2017-01-06,,
1103,148.0,2017-01-07,,
1104,148.0,2017-01-08,,
1105,148.0,2017-01-09,,
1106,148.0,2017-01-10,,
1107,143.0,2017-01-11,,
1108,143.0,2017-01-12,,
1109,142.0,2017-01-13,,
1110,142.0,2017-01-14,,
1111,142.0,2017-01-15,,
1112,142.0,2017-01-16,Chennai,70.5
1113,142.0,2017-01-17,,
1114,142.0,2017-01-18,,
1115,142.0,2017-01-19,,
1116,142.0,2017-01-20,,
1117,142.0,2017-01-21,,
1118,142.0,2017-01-22,,
1119,142.0,2017-01-23,,
1120,142.0,2017-01-24,,
1121,141.0,2017-01-25,,
1122,141.0,2017-01-26,,
1123,141.0,2017-01-27,,
1124,141.0,2017-01-28,,
1125,141.0,2017-01-29,,
1126,141.0,2017-01-30,,
1127,141.0,2017-01-31,,
1128,141.0,2017-02-01,,
1129,141.0,2017-02-02,,
1130,143.0,2017-02-03,,
1131,143.0,2017-02-04,,
1132,143.0,2017-02-05,,
1133,143.0,2017-02-06,,
1134,143.0,2017-02-07,,
1135,143.0,2017-02-08,,
1136,143.0,2017-02-09,,
1137,141.0,2017-02-10,,
1138,141.0,2017-02-11,,
1139,141.0,2017-02-12,,
1140,141.0,2017-02-13,,
1141,141.0,2017-02-14,,
1142,141.0,2017-02-15,,
1143,139.0,2017-02-16,,
1144,139.0,2017-02-17,,
1145,139.0,2017-02-18,,
1146,139.0,2017-02-19,,
1147,139.0,2017-02-20,,
1148,139.0,2017-02-21,,
1149,139.0,2017-02-22,,
1150,139.0,2017-02-23,,
1151,139.0,2017-02-24,,
1152,139.0,2017-02-25,,
1153,139.0,2017-02-26,,
1154,139.0,2017-02-27,,
1155,139.0,2017-02-28,,
1156,139.0,2017-03-01,,
1157,139.0,2017-03-02,,
1158,139.0,2017-03-03,,
1159,139.0,2017-03-04,,
1160,139.0,2017-03-05,,
1161,139.0,2017-03-06,,
1162,139.0,2017-03-07,Chennai,74.28
1163,138.0,2017-03-08,,
1164,138.0,2017-03-09,,
1165,138.0,2017-03-10,,
1166,138.0,2017-03-11,,
1167,138.0,2017-03-12,,
1168,138.0,2017-03-13,,
1169,138.0,2017-03-14,,
1170,138.0,2017-03-15,,
1171,138.0,2017-03-16,,
1172,138.0,2017-03-17,,
1173,138.0,2017-03-18,,
1174,138.0,2017-03-19,,
1175,138.0,2017-03-20,,
1176,138.0,2017-03-21,,
1177,138.0,2017-03-22,,
1178,138.0,2017-03-23,,
1179,138.0,2017-03-24,,
1180,138.0,2017-03-25,,
1181,138.0,2017-03-26,,
1182,138.0,2017-03-27,,
1183,138.0,2017-03-28,,
1184,138.0,2017-03-29,,
1185,138.0,2017-03-30,,
1186,138.0,2017-03-31,,
1187,138.0,2017-04-01,Chennai,69.17
1188,138.0,2017-04-02,,
1189,138.0,2017-04-03,,
1190,138.0,2017-04-04,,
1191,139.0,2017-04-05,,
1192,139.0,2017-04-06,,
1193,139.0,2017-04-07,,
1194,139.0,2017-04-08,,
1195,139.0,2017-04-09,,
1196,139.0,2017-04-10,,
1197,139.0,2017-04-11,,
1198,139.0,2017-04-12,,
1199,139.0,2017-04-13,,
1200,139.0,2017-04-14,,
1201,139.0,2017-04-15,,
1202,139.0,2017-04-16,Chennai,71.04
1203,139.0,2017-04-17,,
1204,139.0,2017-04-18,,
1205,140.0,2017-04-19,,
1206,140.0,2017-04-20,,
1207,140.0,2017-04-21,,
1208,140.0,2017-04-22,,
1209,140.0,2017-04-23,,
1210,140.0,2017-04-24,,
1211,140.0,2017-04-25,,
1212,140.0,2017-04-26,,
1213,140.0,2017-04-27,,
1214,140.0,2017-04-28,,
1215,140.0,2017-04-29,,
1216,140.0,2017-04-30,,
1217,140.0,2017-05-01,Chennai,71.07
1218,140.0,2017-05-02,,
1219,140.0,2017-05-03,,
1220,140.0,2017-05-04,,
1221,139.0,2017-05-05,,
1222,138.0,2017-05-06,,
1223,140.0,2017-05-07,,
1224,140.0,2017-05-08,,
1225,140.0,2017-05-09,,
1226,140.0,2017-05-10,,
1227,140.0,2017-05-11,,
1228,140.0,2017-05-12,,
1229,140.0,2017-05-13,,
1230,140.0,2017-05-14,,
1231,140.0,2017-05-15,,
1232,140.0,2017-05-16,Chennai,68.17
1233,140.0,2017-05-17,,
1234,140.0,2017-05-18,,
1235,140.0,2017-05-19,,
1236,140.0,2017-05-20,,
1237,140.0,2017-05-21,,
1238,140.0,2017-05-22,,
1239,140.0,2017-05-23,,
1240,140.0,2017-05-24,,
1241,140.0,2017-05-25,,
1242,140.0,2017-05-26,,
1243,140.0,2017-05-27,,
1244,140.0,2017-05-28,,
1245,140.0,2017-05-29,,
1246,140.0,2017-05-30,,
1247,140.0,2017-05-31,,
1248,140.0,2017-06-01,Chennai,69.84
1249,140.0,2017-06-02,,
1250,140.0,2017-06-03,,
1251,140.0,2017-06-04,,
1252,140.0,2017-06-05,,
1253,140.0,2017-06-06,,
1254,139.0,2017-06-07,,
1255,139.0,2017-06-08,,
1256,139.0,2017-06-09,,
1257,139.0,2017-06-10,,
1258,139.0,2017-06-11,,
1259,139.0,2017-06-12,,
1260,139.0,2017-06-13,,
1261,139.0,2017-06-14,,
1262,139.0,2017-06-15,,
1263,139.0,2017-06-16,Chennai,68.07
1264,139.0,2017-06-17,,
1265,139.0,2017-06-18,,
1266,139.0,2017-06-19,Chennai,67.19
1267,139.0,2017-06-20,Chennai,67.04
1268,139.0,2017-06-21,Chennai,67.09
1269,139.0,2017-06-22,Chennai,66.93
1270,139.0,2017-06-23,Chennai,66.7
1271,139.0,2017-06-24,,
1272,139.0,2017-06-25,,
1273,139.0,2017-06-26,Chennai,66.03
1274,139.0,2017-06-27,Chennai,65.89
1275,139.0,2017-06-28,Chennai,65.94
1276,138.0,2017-06-29,Chennai,65.9
1277,138.0,2017-06-30,Chennai,65.78
1278,138.0,2017-07-01,,
1279,138.0,2017-07-02,,
1280,138.0,2017-07-03,Chennai,65.56
1281,138.0,2017-07-04,Chennai,65.46
1282,138.0,2017-07-05,Chennai,65.5
1283,138.0,2017-07-06,Chennai,65.58
1284,138.0,2017-07-07,Chennai,65.72
1285,138.0,2017-07-08,,
1286,138.0,2017-07-09,,
1287,138.0,2017-07-10,Chennai,66.29
1288,138.0,2017-07-11,Chennai,66.38
1289,138.0,2017-07-12,Chennai,66.43
1290,138.0,2017-07-13,Chennai,66.36
1291,137.0,2017-07-14,Chennai,66.34
1292,137.0,2017-07-15,,
1293,137.0,2017-07-16,,
1294,137.0,2017-07-17,Chennai,66.66
1295,137.0,2017-07-18,Chennai,66.67
1296,137.0,2017-07-19,Chennai,66.72
1297,134.0,2017-07-20,Chennai,66.77
1298,134.0,2017-07-21,Chennai,66.75
1299,134.0,2017-07-22,,
1300,134.0,2017-07-23,,
1301,134.0,2017-07-24,Chennai,67.06
1302,134.0,2017-07-25,Chennai,67.1
1303,134.0,2017-07-26,Chennai,67.06
1304,134.0,2017-07-27,Chennai,67.07
1305,134.0,2017-07-28,Chennai,67.18
1306,134.0,2017-07-29,,
1307,134.0,2017-07-30,,
1308,134.0,2017-07-31,Chennai,67.78
1309,134.0,2017-08-01,Chennai,67.76
1310,135.0,2017-08-02,Chennai,67.78
1311,134.0,2017-08-03,,
1312,134.0,2017-08-04,Chennai,68.34
1313,134.0,2017-08-05,,
1314,134.0,2017-08-06,,
1315,134.0,2017-08-07,Chennai,69.08
1316,134.0,2017-08-08,Chennai,69.13
1317,134.0,2017-08-09,Chennai,69.2
1318,134.0,2017-08-10,Chennai,69.35
1319,134.0,2017-08-11,Chennai,69.68
1320,134.0,2017-08-12,,
1321,134.0,2017-08-13,,
1322,134.0,2017-08-14,Chennai,70.44
1323,134.0,2017-08-15,,
1324,134.0,2017-08-16,Chennai,70.59
1325,134.0,2017-08-17,Chennai,70.7
1326,134.0,2017-08-18,Chennai,70.76
1327,134.0,2017-08-19,,
1328,134.0,2017-08-20,,
1329,134.0,2017-08-21,Chennai,71.06
1330,134.0,2017-08-22,Chennai,71.15
1331,134.0,2017-08-23,Chennai,71.26
1332,134.0,2017-08-24,Chennai,71.37
1333,134.0,2017-08-25,,
1334,134.0,2017-08-26,,
1335,134.0,2017-08-27,,
1336,134.0,2017-08-28,Chennai,71.64
1337,134.0,2017-08-29,Chennai,71.62
1338,132.0,2017-08-30,Chennai,71.67
1339,132.0,2017-08-31,Chennai,71.7
1340,132.0,2017-09-01,Chennai,71.78
1341,132.0,2017-09-02,,
1342,132.0,2017-09-03,,
1343,132.0,2017-09-04,Chennai,72.17
1344,132.0,2017-09-05,Chennai,72.25
1345,132.0,2017-09-06,,
1346,132.0,2017-09-07,Chennai,72.34
1347,132.0,2017-09-08,Chennai,72.44
1348,132.0,2017-09-09,,
1349,132.0,2017-09-10,,
1350,132.0,2017-09-11,Chennai,72.85
1351,132.0,2017-09-12,Chennai,72.95
1352,131.0,2017-09-13,Chennai,72.92
1353,131.0,2017-09-14,Chennai,72.97
1354,131.0,2017-09-15,Chennai,73.01
1355,131.0,2017-09-16,,
1356,131.0,2017-09-17,,
1357,131.0,2017-09-18,,
1358,131.0,2017-09-19,Chennai,73.07
1359,131.0,2017-09-20,Chennai,73.1
1360,131.0,2017-09-21,Chennai,73.07
1361,131.0,2017-09-22,Chennai,73.05
1362,131.0,2017-09-23,,
1363,131.0,2017-09-24,,
1364,131.0,2017-09-25,Chennai,72.96
1365,131.0,2017-09-26,Chennai,72.99
1366,129.0,2017-09-27,Chennai,72.96
1367,129.0,2017-09-28,Chennai,73.04
1368,129.0,2017-09-29,Chennai,73.15
1369,129.0,2017-09-30,,
1370,129.0,2017-10-01,,
1371,129.0,2017-10-02,,
1372,129.0,2017-10-03,Chennai,73.41
1373,129.0,2017-10-04,Chennai,70.85
1374,129.0,2017-10-05,Chennai,70.81
1375,129.0,2017-10-06,Chennai,70.83
1376,129.0,2017-10-07,,
1377,129.0,2017-10-08,,
1378,129.0,2017-10-09,Chennai,70.89
1379,129.0,2017-10-10,Chennai,70.93
1380,129.0,2017-10-11,Chennai,70.96
1381,129.0,2017-10-12,Chennai,70.89
1382,129.0,2017-10-13,Chennai,70.9
1383,129.0,2017-10-14,,
1384,129.0,2017-10-15,,
1385,129.0,2017-10-16,Chennai,70.72
1386,129.0,2017-10-17,Chennai,70.69
1387,129.0,2017-10-18,Chennai,70.73
1388,129.0,2017-10-19,,
1389,129.0,2017-10-20,,
1390,129.0,2017-10-21,,
1391,129.0,2017-10-22,,
1392,130.0,2017-10-23,,
1393,129.0,2017-10-24,Chennai,71.04
1394,129.0,2017-10-25,Chennai,71.1
1395,129.0,2017-10-26,Chennai,71.14
1396,129.0,2017-10-27,,
1397,129.0,2017-10-28,,
1398,129.0,2017-10-29,,
1399,129.0,2017-10-30,Chennai,71.54
1400,129.0,2017-10-31,Chennai,71.64
1401,129.0,2017-11-01,Chennai,71.65
1402,129.0,2017-11-02,Chennai,71.77
1403,129.0,2017-11-03,Chennai,71.86
1404,129.0,2017-11-04,,
1405,129.0,2017-11-05,,
1406,129.0,2017-11-06,Chennai,72.31
1407,129.0,2017-11-07,Chennai,72.35
1408,129.0,2017-11-08,,
1409,129.0,2017-11-09,Chennai,72.4
1410,129.0,2017-11-10,Chennai,72.48
1411,129.0,2017-11-11,,
1412,129.0,2017-11-12,,
1413,129.0,2017-11-13,Chennai,72.41
1414,129.0,2017-11-14,Chennai,72.27
1415,129.0,2017-11-15,Chennai,72.22
1416,127.0,2017-11-16,Chennai,72.19
1417,127.0,2017-11-17,Chennai,72.15
1418,127.0,2017-11-18,,
1419,127.0,2017-11-19,,
1420,127.0,2017-11-20,Chennai,72.12
1421,127.0,2017-11-21,Chennai,72.06
1422,126.0,2017-11-22,Chennai,72.01
1423,126.0,2017-11-23,Chennai,71.96
1424,126.0,2017-11-24,Chennai,71.94
1425,126.0,2017-11-25,,
1426,126.0,2017-11-26,,
1427,126.0,2017-11-27,Chennai,71.88
1428,126.0,2017-11-28,Chennai,71.78
1429,128.0,2017-11-29,Chennai,71.86
1430,128.0,2017-11-30,Chennai,71.76
1431,128.0,2017-12-01,Chennai,71.74
1432,128.0,2017-12-02,,
1433,128.0,2017-12-03,,
1434,128.0,2017-12-04,,
1435,128.0,2017-12-05,Chennai,71.85
1436,128.0,2017-12-06,Chennai,71.76
1437,128.0,2017-12-07,Chennai,71.75
1438,128.0,2017-12-08,Chennai,71.7
1439,128.0,2017-12-09,,
1440,128.0,2017-12-10,,
1441,128.0,2017-12-11,Chennai,71.71
1442,128.0,2017-12-12,Chennai,71.6
1443,146.0,2017-12-13,Chennai,71.58
1444,146.0,2017-12-14,,
1445,146.0,2017-12-15,Chennai,71.61
1446,146.0,2017-12-16,,
1447,146.0,2017-12-17,,
1448,146.0,2017-12-18,Chennai,71.79
1449,146.0,2017-12-19,Chennai,71.87
1450,143.25,2017-12-20,Chennai,71.95
1451,140.5,2017-12-21,,
1452,137.75,2017-12-22,Chennai,72.03
1453,135.0,2017-12-23,,
1454,132.25,2017-12-24,,
1455,129.5,2017-12-25,,
1456,126.75,2017-12-26,Chennai,72.25
1457,124.0,2017-12-27,Chennai,72.26
1458,124.0,2017-12-28,Chennai,72.36
1459,124.0,2017-12-29,Chennai,72.45
1460,124.0,2017-12-30,,
1461,124.0,2017-12-31,,
1462,124.0,2018-01-01,Chennai,72.61
1463,124.0,2018-01-02,Chennai,72.53
1464,124.0,2018-01-03,Chennai,72.61
1465,124.0,2018-01-04,,
1466,124.0,2018-01-05,Chennai,72.63
1467,124.0,2018-01-06,,
1468,124.0,2018-01-07,,
1469,124.0,2018-01-08,Chennai,73.08
1470,124.0,2018-01-09,Chennai,73.14
1471,124.0,2018-01-10,Chennai,73.21
1472,124.0,2018-01-11,Chennai,73.25
1473,124.0,2018-01-12,Chennai,73.32
1474,124.0,2018-01-13,,
1475,124.0,2018-01-14,,
1476,124.0,2018-01-15,Chennai,73.78
1477,124.0,2018-01-16,Chennai,73.87
1478,124.0,2018-01-17,Chennai,74.0
1479,124.0,2018-01-18,Chennai,74.18
1480,124.0,2018-01-19,Chennai,74.33
1481,124.0,2018-01-20,,
1482,124.0,2018-01-21,,
1483,124.0,2018-01-22,Chennai,74.88
1484,124.0,2018-01-23,Chennai,75.04
1485,124.0,2018-01-24,Chennai,75.09
1486,124.0,2018-01-25,Chennai,75.16
1487,124.5,2018-01-26,,
1488,125.0,2018-01-27,,
1489,125.0,2018-01-28,,
1490,125.0,2018-01-29,Chennai,75.53
1491,125.0,2018-01-30,Chennai,75.61
1492,124.0,2018-01-31,,
1493,124.0,2018-02-01,Chennai,75.75
1494,124.0,2018-02-02,Chennai,75.8
1495,124.0,2018-02-03,,
1496,124.0,2018-02-04,,
1497,124.0,2018-02-05,Chennai,76.02
1498,124.0,2018-02-06,Chennai,76.09
1499,123.0,2018-02-07,,
1500,123.0,2018-02-08,Chennai,76.08
1501,123.0,2018-02-09,Chennai,76.06
1502,123.0,2018-02-10,,
1503,123.0,2018-02-11,,
1504,123.0,2018-02-12,Chennai,75.71
1505,123.0,2018-02-13,Chennai,75.63
1506,123.0,2018-02-14,,
1507,123.0,2018-02-15,Chennai,75.47
1508,123.0,2018-02-16,Chennai,75.19
1509,123.0,2018-02-17,,
1510,123.0,2018-02-18,,
1511,123.0,2018-02-19,Chennai,74.56
1512,123.0,2018-02-20,Chennai,74.36
1513,123.0,2018-02-21,Chennai,74.35
1514,123.0,2018-02-22,Chennai,74.33
1515,123.0,2018-02-23,Chennai,74.23
1516,123.0,2018-02-24,,
1517,123.0,2018-02-25,,
1518,123.0,2018-02-26,Chennai,74.15
1519,123.0,2018-02-27,Chennai,74.13
1520,123.0,2018-02-28,,
1521,123.0,2018-03-01,Chennai,74.26
1522,123.0,2018-03-02,Chennai,74.45
1523,123.0,2018-03-03,,
1524,123.0,2018-03-04,,
1525,123.0,2018-03-05,Chennai,75.05
1526,123.0,2018-03-06,Chennai,75.13
1527,123.0,2018-03-07,,
1528,123.0,2018-03-08,,
1529,123.0,2018-03-09,Chennai,75.17
1530,123.0,2018-03-10,,
1531,123.0,2018-03-11,,
1532,123.0,2018-03-12,Chennai,75.19
1533,123.0,2018-03-13,Chennai,75.21
1534,124.0,2018-03-14,,
1535,124.0,2018-03-15,Chennai,75.19
1536,124.0,2018-03-16,Chennai,75.11
1537,124.0,2018-03-17,,
1538,124.0,2018-03-18,,
1539,124.0,2018-03-19,Chennai,74.92
1540,124.0,2018-03-20,Chennai,74.93
1541,124.0,2018-03-21,,
1542,124.0,2018-03-22,Chennai,74.99
1543,124.0,2018-03-23,Chennai,75.03
1544,124.0,2018-03-24,,
1545,124.0,2018-03-25,,
1546,124.0,2018-03-26,Chennai,75.55
1547,124.0,2018-03-27,Chennai,75.66
1548,124.0,2018-03-28,,
1549,124.0,2018-03-29,Chennai,75.85
1550,124.0,2018-03-30,Chennai,76.1
1551,124.0,2018-03-31,,
1552,124.0,2018-04-01,,
1553,124.0,2018-04-02,Chennai,76.62
1554,124.0,2018-04-03,Chennai,76.76
1555,124.0,2018-04-04,,
1556,124.0,2018-04-05,Chennai,76.79
1557,124.0,2018-04-06,,
1558,124.0,2018-04-07,,
1559,124.0,2018-04-08,,
1560,124.0,2018-04-09,Chennai,76.8
1561,124.0,2018-04-10,Chennai,76.79
1562,124.0,2018-04-11,,
1563,124.0,2018-04-12,Chennai,76.75
1564,124.0,2018-04-13,Chennai,76.71
1565,124.0,2018-04-14,,
1566,124.0,2018-04-15,,
1567,124.0,2018-04-16,Chennai,76.83
1568,124.0,2018-04-17,,
1569,124.0,2018-04-18,,
1570,124.0,2018-04-19,Chennai,76.88
1571,124.0,2018-04-20,Chennai,76.89
1572,124.0,2018-04-21,,
1573,124.0,2018-04-22,,
1574,124.0,2018-04-23,Chennai,77.34
1575,124.0,2018-04-24,Chennai,77.47
1576,124.0,2018-04-25,,
1577,124.0,2018-04-26,,
1578,124.0,2018-04-27,,
1579,124.0,2018-04-28,,
1580,124.0,2018-04-29,,
1581,124.0,2018-04-30,,
1582,124.0,2018-05-01,,
1583,123.0,2018-05-02,,
1584,123.0,2018-05-03,,
1585,124.0,2018-05-04,,
1586,124.0,2018-05-05,,
1587,124.0,2018-05-06,,
1588,124.0,2018-05-07,,
1589,124.0,2018-05-08,,
1590,124.0,2018-05-09,,
1591,124.0,2018-05-10,,
1592,124.0,2018-05-11,,
1593,124.0,2018-05-12,,
1594,124.0,2018-05-13,,
1595,124.0,2018-05-14,Chennai,77.65
1596,124.0,2018-05-15,Chennai,77.81
1597,124.0,2018-05-16,Chennai,77.97
1598,124.0,2018-05-17,Chennai,78.2
1599,124.0,2018-05-18,Chennai,77.65
1600,124.0,2018-05-19,,
1601,124.0,2018-05-20,,
1602,124.0,2018-05-21,Chennai,79.51
1603,124.0,2018-05-22,Chennai,79.83
1604,124.0,2018-05-23,Chennai,80.15
1605,124.0,2018-05-24,Chennai,80.46
1606,124.0,2018-05-25,Chennai,80.84
1607,124.0,2018-05-26,Chennai,80.99
1608,124.0,2018-05-27,Chennai,81.15
1609,124.0,2018-05-28,Chennai,81.3
1610,124.0,2018-05-29,Chennai,81.47
1611,124.0,2018-05-30,,
1612,124.0,2018-05-31,Chennai,81.39
1613,124.0,2018-06-01,Chennai,81.32
1614,124.0,2018-06-02,Chennai,81.23
1615,124.0,2018-06-03,Chennai,81.14
1616,124.0,2018-06-04,Chennai,80.98
1617,124.0,2018-06-05,Chennai,80.84
1618,124.0,2018-06-06,Chennai,80.72
1619,124.0,2018-06-07,Chennai,80.63
1620,124.0,2018-06-08,Chennai,80.41
1621,124.0,2018-06-09,Chennai,79.99
1622,124.0,2018-06-10,Chennai,79.74
1623,124.0,2018-06-11,Chennai,79.52
1624,124.0,2018-06-12,Chennai,79.37
1625,124.0,2018-06-13,,
1626,124.0,2018-06-14,,
1627,124.0,2018-06-15,Chennai,79.28
1628,124.0,2018-06-16,,
1629,124.0,2018-06-17,,
1630,124.0,2018-06-18,,
1631,124.0,2018-06-19,Chennai,79.2
1632,124.0,2018-06-20,,
1633,124.0,2018-06-21,Chennai,79.08
1634,124.0,2018-06-22,Chennai,78.94
1635,124.0,2018-06-23,Chennai,78.84
1636,124.0,2018-06-24,Chennai,78.69
1637,124.0,2018-06-25,Chennai,78.59
1638,124.0,2018-06-26,Chennai,78.44
1639,124.0,2018-06-27,,
1640,124.0,2018-06-28,,
1641,124.0,2018-06-29,,
1642,124.0,2018-06-30,,
1643,124.0,2018-07-01,,
1644,124.0,2018-07-02,,
1645,124.0,2018-07-03,,
1646,124.0,2018-07-04,,
1647,124.0,2018-07-05,Chennai,78.61
1648,124.0,2018-07-06,Chennai,78.76
1649,124.0,2018-07-07,,
1650,124.0,2018-07-08,,
1651,124.0,2018-07-09,Chennai,79.29
1652,124.0,2018-07-10,Chennai,79.47
1653,124.0,2018-07-11,,
1654,124.0,2018-07-12,Chennai,79.54
1655,124.0,2018-07-13,Chennai,79.71
1656,124.0,2018-07-14,,
1657,124.0,2018-07-15,,
1658,124.0,2018-07-16,Chennai,79.8
1659,124.0,2018-07-17,,
1660,124.0,2018-07-18,,
1661,124.0,2018-07-19,,
1662,124.0,2018-07-20,Chennai,79.63
1663,124.0,2018-07-21,,
1664,124.0,2018-07-22,,
1665,124.0,2018-07-23,Chennai,79.29
1666,124.0,2018-07-24,Chennai,79.22
1667,123.0,2018-07-25,,
1668,123.0,2018-07-26,,
1669,123.0,2018-07-27,,
1670,123.0,2018-07-28,,
1671,123.0,2018-07-29,,
1672,123.0,2018-07-30,Chennai,79.24
